time,titlecount,summary,summlen
2019-01-26,22.0,"全球 股漲反彈 一般型基金亮,金豬策略 布局MWC概念股,蘋概衝 周線連三紅,股市逢 8必是轉折？,台達電頎邦 押長天期,台積大立光認購夯,穩懋全新 四檔錢景亮,台指 挑價內外15％,一高一低族 熱錢力捧,去年複委託交易額創高,網路設備營建 吸睛,善用避險三劍客 跟著法人賺,費半強勢 台積站上季線,台微體延攬輝瑞前副總裁,煩惱抱股過年？學學股神思維,台幣連三升 攀一周高點,拚研發 擬辦理現增,年關近 四大貸款額飆新高,投資環境熱 推升信貸需求,監理違法陸資 金管會作法獲肯定,外資大買157億 萬點近了,15檔三軋行情 燒",263.0
2019-01-27,29.0,"友達 期待法說行情,鼎翰 3611,節後 紅包行情也受期待,長假 留意時間價值遞減,台股本周多空,外資搖尾 狗年封關旺萬點,抱股過年 壓力大減,兩岸財經 本周行事曆,劉良梅 青睞大中精材,衛冕者陳立委鍾情威盛伍豐,挑戰者 王閔生 挑國巨台勝科,周冠軍 鍾騏遠 看好上詮雙鴻,鍾騏遠 上周冠軍 03,元大台灣50 偏多布局,台股震盪 波段操作,元大高股息 短線看多,陸股槓桿ETF 可獲利了結,蘋果29日公布財報 牽動蘋概,非蘋機尬場 供應鏈樂,跟著蘋果走 鴻海傳加碼印度,AIoT…業者新戰場,美國變數多…戰略投資宜保守,浩鼎 訴訟落幕 股價再起,12月景氣 恐守不住黃藍燈,1/30 台股封關 收紅機率高,去年郵輪客突破120萬人次,國際主要股市均呈跌勢,14檔ＣＰ值爆表 衝,賺封關紅包 鎖定五題材",351.0
2019-01-28,28.0,"抱股過年 專家挑IC載板、光纖,偏光片需求吃緊 明基材 誠美材 價量揚,小別38個交易日 台股再攻萬點,全新穩懋 押逾90天期,興櫃六悍將 帶頭衝鋒,亞泥期 短線偏空,台指期 籌碼面偏多,生醫車電5G 搶鏡,強恆強股 短打健將,高殖利率股 吸睛,獲利展望佳族群 亮點,低基期股 人氣強強滾,鋼鐵價看漲 類股受惠,抱股過年...選高殖利率股,PCB網通手機元件 吸睛,15檔技術面翻多 亮點,台股基金 逢回進場,新興亞洲資產 馬元最閃亮,台股封關前再戰萬點,台 生技指數漲2.6％,廣越光隆 拉貨強勁,喬山 接單暢旺,東元統一超 法人狂敲,暖商機受惠股 熱力四射,美歐製造業成長趨緩,聲寶三洋電 營運補,獲利新高…最佳生日禮物,台股封關行情 看三關鍵密碼",326.0
2019-01-29,21.0,"行銷台灣 證交所推動國際連結,年節需求加持 食品股強勢,台股摔落5日線 史上最短萬點行情,迎金豬紅包 法人：近15年統計 台股開春後一個月上漲機率逾90％,陸行之嘆台積電大不如前,晟德寶齡富錦 押價平,同欣電頎邦 四檔搶鏡,台積英業達認購火,台指期 向上格局不變,證交所海外招商 豐收,飯店觀光運輸 聚焦,六檔強勢 法人買不停,5G題材利基股 可短打,中國信託多元收益債券ETF 今掛牌,群益旺財亮相 打造品牌新形象,收益成長多重資產 攻守兼備,台韓股市 連三周吸金,熱錢為什麼回來了？,外資雙做多 引爆軋空行情,台幣連四升 二周高點,外資連八買 台股返萬點",279.0
2019-01-30,22.0,"甩陰霾 台股連三周吸金,期貨保證金 春節期間調高,元月發燒個股 寶聯通奪冠,大立光封關坐鎮 光學股漲,華園併美酒店 漲逾9％,投資情報站,台股封關 盼金豬報喜,台積電市值狂掉1600億,達興勝麗 挑逾150天,大立光 優選長天期,GIS-KY 押逾50天期,三類契約保證金 調高,選擇權 買進賣權,欣興景碩南電 獲利看俏,高殖利率股 聚焦,巨大美利達 外資唱旺,雙重題材族群 亮眼,重押收益型資產 拉高勝率,台股基金 搶賺紅包,市值狂掉1,600億元,石化業首例 榮化私有化下市,台股今封關 力拚收紅",250.0
2019-01-31,12.0,"期貨夜盤旺 去年增258％,台股狗年封關 股民平均虧13萬,富邦證券 獲頒台灣最佳證券經紀商,東森富邦金 四檔靚,統一卜蜂認購發燒,台指期 市場氣氛謹慎,上市櫃法說 密集登場,5G車電ＡＩ可留意,夜盤交易夯 帶旺海外期貨,資產配置 股七債三,台股封關擺尾 豬年將先震再跳,中小股強勢 拚一路發",146.0
2019-02-01,9.0,"記憶體 盼下半年回春,華映緊急處分 地院核准,紅包來了！ 台指期夜盤上萬點,跟著法人選股 賺紅包,勞退紅包飛了 史上最慘,年改 勞保破產只延2年,勞動基金 去年十月 虧1226億,全民退休老本 賠錢誰負責,台積狗年市值減4,000億",116.0
2019-02-02,9.0,"封關量縮 靜待新春紅包行情,全球拚經濟 最怕遇豬隊友,跨界高手蔡維力任總座,永豐餘金雞 永道將赴陸上市,郭台銘：鴻海威州廠轉攻研發,號召學者 寫台版AI教科書,郭董當網紅 大聊新科技,王品三品牌漲價,春節概念股 迎旺季行情",111.0
2019-02-03,13.0,"董座許璋瑤：盼趁經貿及資金移動 支持企業升級及實體經濟 吸引國內外投資台灣,1年多次配息股 操作留意3方向,基金操盤手 賺錢術大公開,科技股擇機加碼,鴻海集團去年營收突破6兆,他誇…生的小寶貝還算漂亮,5G人工智慧題材 豬年當紅,春節後買股 兩點不漏,他喊…對老掌門人要有信心,資安頻出包…危機就是商機,大立光條款上路 高股息概念股 年後吸金,法人提醒 精算健保費成本,14檔強力軋空 將開飆",196.0
2019-02-04,2.0,"投信投顧公會扮基金外銷推手,生技科技基金 績優",23.0
2019-02-05,,x,
2019-02-06,1.0,大立光元月營收 回升,10.0
2019-02-07,,x,
2019-02-08,,x,
2019-02-09,12.0,"川普：3月1日關稅大限前 不見習近平,Nikon：鴻海廣州廠延後裝機,法人：2月營收估減10％,資方主戰派聲浪高漲 外界質疑官方管不動,華航機師罷工 一成運能停擺,不便險理賠 條件大不同,林佳龍暗批雙方不是,勞資和諧 開創多贏,分析師：權值股發揮空間大,台股紅盤日 六族群聚焦,13檔漲勢兇猛 新年強棒,13檔漲勢猛 新年強棒",163.0
2019-02-10,29.0,"誠美材 雙題材迸價量,中光電 KD線持續向上,分析師欽點5G、生技,董監改選 巧賺波段利潤,醫材、紡織、光學 樂豬年,開年漲勢旺到元宵,金豬年開紅盤 〝漲升機率高〞,群創 加速轉型 外資連買,衛冕者 陳立委 看好廣達廣明,挑戰者 王閔生 青睞聯茂杰力,挑戰者 劉良梅挑中光電精材,周冠軍 鍾騏遠 押神盾T50反1,鍾騏遠 一檔大賺16% 03,元大高股息 穩健配息,豬年投資 ETF躍增益避險利器,富邦VIX 適短線交易,元大台灣50反1 抗波動,台達電出貨衝,外資點將 台股十強旺豬年,美股靚 台股紅盤拚重登萬點,對手也搶進…要掀換機潮,華航勞資無共識 機師續罷工,交部：有進展 盼今再協商,MWC概念 躍熱門標的,華為將推折疊機 供應鏈樂,500人參與 衝擊擴大,強勢何煖軒 能過這關？,美股連漲七周 台股好兆頭,15檔天王加持股 悍",369.0
2019-02-11,39.0,"台股開紅盤 行情看好,華航罷工影響旅客 散客最多可領250美元,獲利穩定股 法人力捧,巨大美利達 營運增溫,期交所續推新商品及新制度 增加交易動能,高殖利率股 吸睛,台 生技指數微跌,玉山元大金 商機熱炒,高盛首評國巨 目標價344元,新光鋼世紀鋼認購熱,華映奔漲停,罷工好傷 華航爆量 陷票面保衛戰,證交所新願 台商回流擴大資本市場,台指期 短線中性偏多,金豬好采頭 開盤上萬點,網路設備伺服器 有戲,蘋果回春 股王權王發紅包,台股開紅盤 半導體看旺,15檔技術面翻多 亮點,景氣閃藍燈 買股票追5星,台股基金 豬年可進場,興能高昇陽半亮燈,黎方國：台股Q1易漲難跌,興櫃六尖兵 氣勢如虹,元大將推組合式ETF,MSCI季調整 台股權重恐降,友達有看頭 四檔聚光,新興歐洲俄股 有撐,三投顧董總 樂觀看台股,市場變數多 聚焦美中談判,鋼鐵價看漲 類股受惠,股市大變革 逐筆交易明年上線,強恆強股 短打健將,先豐昇達科 成長可期,聚陽中信金 買盤進駐,大陸經濟成長恐趨緩,凱基證 獲櫃買中心大獎肯定,金豬長旺股 投資新亮點",461.0
2019-02-12,33.0,"台股開紅盤氣勢旺,多頭火力旺 台指期上萬點,契約8203;保證金回8203;調,外資倒貨 友達摔破11元,買盤力挺 瑞儀衝上3年新高,1月營收撐腰 醫材閃亮,思科、輝達概念股先樂,信驊諸事大吉 回任股后,大立光 獲外資調升目標價,MSCI季度調整 台股3升,上海銀大漲 奪金融股王,台股重返萬點 金豬好兆頭,儒鴻聚陽 布局長天期,聯發科世界 四檔帶勁,創意聯詠認購放閃,三類契約保證金 回調,聯發科期 格局偏多,大立光國巨權證火熱,富邦證30歲 競爭力躍進,大摩看聯詠 今年出貨旺,開春漲停股 多頭悍將,缺水概念股 題材火熱,績優高價股 大戶卡位,蘋概PCB生技 可低接,年後投資 多重資產優選,貨幣中性寬鬆 美股後市可期,印度躍亞股吸金王,許虞哲：做大期市 三路進擊,許璋瑤：1.5兆股利 萬點大利多,外資兩手策略 台幣爆量收貶,誠美材董座之爭 愈演愈烈,台債閃金光 紅盤日大漲,台股四亮點",396.0
2019-02-13,24.0,"台股基金 可分批進場,缺貨題材續燒 概念股發威,台股戰萬點 半年線有壓,寵子經濟抗少子化 補教成台股新勢力,TOYOTA RAV4及ALTIS 兩大神車 3月發表上市,MSCI三升助攻 台股資金行情增溫,國巨信昌電 四檔搶鏡,神盾致茂 挑逾三個月,大立光台積認購火,台指期 外資籌碼偏多,電子股五強 法人按讚,半導體電動車 題材夯,高殖利率潛力股 喊衝,投資人搶試單權證量能放大,金豬年投資布局 富邦投信開講,定期定額零手續費 投信搶推,配息率穩定商品 可長抱,債券ETF將吸金3,000億,和泰看車市 今年少1萬輛,台股交易變革 Pure Storage助力迎戰,MSCI成分股 上海銀FII入列,台股有錢有人 挑戰半年線,意外 MSCI三升台股權重,外資壽險對作 台幣爆量貶",339.0
2019-02-14,18.0,"期貨盤後 緊釘中美貿易協商進展,矽晶圓 元月營收 環球晶 合晶 勝出,法人買超股 13檔出列！,量能保溫 台股震逼半年線,投資情報站,情人節概念股認購甜,上證2X 二檔火紅,網家放閃 押價內外10％,台指期 逆價差縮小,選擇權 勒式操作,5G雲端ＡＩ概念 吸睛,可成有壓 外資降評,台股基金悍 法人喊買,瀚亞高科技 周漲3.6％,元大全球公用能源 帶勁,海外債ETF 淨值衝高,高價ＩＣ設計 掀比價行情,台股人氣回籠 大戶現蹤",213.0
2019-02-15,10.0,"投資情報站,金豬年首周 台股收紅,TPK GIS 四檔有看頭,台指期 短線布局為主,非電七勇士 防禦力強,電池股亮眼 兩檔攻漲停,生技伺服器PCB可留意,亞股展望佳 聚焦大中華股市,內資力挺 櫃買連五紅,台股衝量 盤中擬開放零股交易",116.0
2019-02-16,25.0,"被動元件回春？法人保守看,短期油價可逢高布局空單,大中華基金 新春報喜,5族領隊攀高,元月營收雙增 12檔法人布局,群聯中光電認購夯,燿華聯發科 押長天期,祥碩嘉澤 四檔有看頭,富邦VIX 挑逾60天,券商1月獲利 凱基稱冠,高息概念股 外資追捧,中小型電子 盤面主力,矽晶圓被動元件 搶鏡,16檔業績成長急行軍 法人挺,嘉聯益金像電 擁三多,法人看後市 提防三隱憂,重建投資人信心 當務之急,手遊生醫族群 商機來了,鴻海業績創同期新高,最強1月 上市櫃營收近3兆,利多加持 扮穩盤重心,淡季效應 台積減13％,三銀行報捷 寫同期新高,金控元月獲利大減逾四成,15檔大戶鎖碼 醞釀雙軋",292.0
2019-02-17,28.0,"瑞儀 營收拚2位數成長,智易 MACD續處高檔,輪動衝火線 追價宜慎,台股再戰半年線 高檔防震,續漲有路 拉高結算有夢,台股 本周多空,克10148點 可助擴大區間,國巨法人大買 多方控盤,挑戰者鍾騏遠 選保瑞大宇資,挑戰者 王閔生 青睞科妍晶睿,衛冕者 陳立委 鍾情茂矽元山,周冠軍 劉良梅挑台光電嘉晶,劉良梅 03 一檔大賺26%,原油ETF價量俱揚 擇機介入,元大台灣50 可續抱,元大高股息 乘機買進,電子挑大樑 五大明星耀眼,和碩傳砸3億美元 印尼擴產,11天王去年賺逾一股本,誠美材董座之爭 再爆衝突,三星新機秀三趨勢 供應鏈樂,大立光GIS雙鴻吃補,新台幣開春補貶,券商樂觀 今年市況不淡,IPO市場熱 潛力股出列,籌資難 生技湧現撤興櫃潮,16檔春燕報喜 熱錢捧,融券回補潮 助燃多頭行情",352.0
2019-02-18,27.0,"基金衝買氣 推0手續費,背光模組雙雄 股價兩樣情,業績成長股 鎖定4族,新單上門 世芯營運後市俏,收復半年線 台股短線偏多,投資情報站,臻鼎祥碩認購來電,台積期 短多格局,台指期 防獲利回吐賣壓,選擇權 不宜追價,二極體電源晶片 聚光,低本益比族群 法人愛,營收連三升股 搶鏡,藍牙耳機供應鏈 題材熱,績優半導體 可布局,MWC概念股 短線焦點,台股漲聲響亮 1月吸金逾20億,境內基金紅火,外銷訂單恐連三個月負成長,台積電廣達 買盤進駐,中華電台灣大 強攻5G,可成 營運看旺,達邁明基材 商機熱轉,MWC概念股 三題材發燒,台 生技指數漲4％,台灣資本市場…不會邊緣化,外資喊買鴻家軍",294.0
2019-02-19,15.0,"玉晶光領漲光學股,蘋果高層異動 台廠有點剉,投資情報站,中租達邁認購發燙,鴻海大立光 四檔搶眼,台指期 衝破前波高點,兩台股指數 本周上線,科技股將走高 可低接,IC設計股 交投火熱,台積每季配息 替大盤添柴火,台股躍亞洲吸金王,房市回溫 1月土增稅收衝百億,台股散戶逐漸回流,能曲能伸 軸承廠當紅,短短六天 蘋概市值增3,000億",166.0
2019-02-20,21.0,"貿易戰和緩、OPEC減產 油價強升,證交所推優質企業上市 邀38家座談,Top 5高價股 IC設計領風騷,5G人氣旺 光通訊大軍展威,台積電戰年線領攻 大盤連3紅,證券、產險 華南金獲利第二、第三隻腳,玉晶光揚明光認購火,台指期 多頭行情增溫,期貨保證金調整,電子零組件股 強勢,連結台積權證 最受市場青睞,開學概念股 大盤熱點,網通車電 可留意,PCB類股走勢強勁,亞股雙多護體 展望佳,Smart台灣基金獎揭曉 安聯施羅德國泰大贏家,MWC加持 台股科技基金夯,台積分季配息 有三大意義,證交所：權證寫四高 助攻股市,華銀拚獲利 三路進擊,台股活水 公股銀要加碼330億",287.0
2019-02-21,17.0,"當沖戶再攀上5萬戶,這14檔法人青睞,台股 矽晶圓 有壓,二線光學鏡頭、水泥股補漲,投資情報站,創意智原認購吸睛,台泥中鴻 四檔熱呼呼,台指期籌碼面 靠向多方,優質企業上市座談 下月登場,波動加大 不宜追高,買盤回頭 高息族群補漲,權值股喊攻 台灣50填息,高股息族群 擁四優勢,線上資訊 提點投資,賀鳴珩：權證為理財商品奠基,民眾看金融市場 信心回升,台股三軋 蘋概三王發威",188.0
2019-02-22,17.0,"搭台股萬點發財車 不嫌晚,旺宏、華邦電 噴量雙霸天,台股低盪保量 周線連2紅,信錦 超眾 電競商機護體,投資情報站,京元電技嘉 四檔聚光,台光電台郡認購靚,選擇權 買進買權,台指期 外資持續做多,大盤續走短多行情,二線鏡頭廠 強力補漲,多頭來了 跟著法人買,美股帶動反彈 台科技股補漲可期,美科技基金 後勁強,投信基金規模 大躍進,台股買盤避險 富邦VIX爆大量,五大集團股 躍多頭主流",193.0
2019-02-23,18.0,"境外 黃金基金亮眼,短線需注意獲利賣壓風險,作帳熱身 投信押寶股出列,高檔防震 急漲可調節,聯發科智邦 四檔吸睛,致茂短線有壓 大摩看淡,科技族群有補漲空間,環球晶旭隼 外資按讚,潤泰全將關楊梅廠 退出紡織生產,航太醫材紡織 長線帶勁,法人：溢價0.5元 誠意不足,67億元 錢櫃將併購好樂迪,格子布大王 面臨轉型,三個問題 小股東討交代,法說利多投信鎖碼股 聚光,連假前 台股四多戰一空,國人瘋海外投資 資金出走,15檔外資掃貨 帶頭衝",219.0
2019-02-24,27.0,"台灣50 避險需求拉抬,認售占比降 台積重回第1,台股挑戰10500點,台股順勢而為 聚焦中美協商,台股本周多空,輪動快 留意分散風險,兩岸財經 本周行事曆,台灣AI學校開學 培育7000大軍,台股董監改選行情 增溫,挑戰者劉良梅押台光電臻鼎,挑戰者王閔生挑神盾信昌電,挑戰者 鍾騏遠 青睞神盾立端,周冠軍 陳立委 看好樺漢圓剛,陳立委 一檔大賺21% 03,陸股正向ETF衝鋒 波段操作,國泰臺灣低波動30 避險優選,美股有壓 布局反向,元大台灣50反1 可買進,英特爾明年推晶片 蘋果5G手機恐落隊,大同條款…催化今年戲碼,市價波動大 牽動投資策略,窮人版金髮女孩行情…近尾聲,董監改選熱 概念股發燒,鎳價走高不銹鋼廠利多,董監改選熱 概念股發燒,未來一周大代誌,14檔飆上年線 領漲",344.0
2019-02-25,27.0,"台股2月燙 券商獲利添旺,MOSFET續穩 雙悍將領漲,旺宏、華邦電 強勢表態,台股續創今年新高,投資情報站,神盾樺漢 盯價內外20％,原相台郡 可挑選價平,台郡期 多頭力挺,台指期偏多 順勢操作,興櫃十悍將 強勢衝鋒,非蘋手機5G供應鏈 聚光,展望正向族群 優選,高殖利率股 吸睛,券商1月獲利 跳增三倍,法人加持股 領漲先鋒,台股基金 九成贏大盤,網通物聯網車電 帶勁,群益金鼎證 五大策略拓版圖,台股擁四題材 外資唱多,台 生技指數小漲,台泥明基材 買盤湧,落後補漲股 掀追價熱潮,美上季GDP估降至2.5％,永光中鴻 營運看旺,創意達邁 成長可期,富邦開發金 題材熱,台股將添千億活水",296.0
2019-02-26,20.0,"熱錢揮別美股 新興市場連續吸金,赴日推廣我資本市場,台股震震紅 金豬贏過狗尾,需求無虞 矽晶圓自信衝高,5G新品發燙 散熱族群最樂,投資情報站,聯發科智邦認購來電,大立光玉晶光 四檔靚,台指期 技術面向上,選擇權 別追價,上市500報酬指數 發布,高周轉率股 當沖客青睞,證交所招手日資 回響熱,晶圓風電有魅力,安聯台灣科技 亮眼,台股蟬聯亞洲吸金王,不怕長假來臨 短多買盤點火,熱錢愛台灣 今年買超1,200億,金管會祭出四大措施 吸引獨角獸來台掛牌,陸股ETF 內外資瘋搶",238.0
2019-02-27,13.0,"法人特攻隊 15檔隆咚鏘,網通族群 股價亮眼,台股月線拉長紅 寫下連2跳,台表科南電 押逾100天,瑞昱技嘉 四檔有看頭,台指期 短線中性偏多,儒鴻研華 野村按讚,電動車生技 政策加持,布局美股 富邦NASDAQ掌契機,台股科技基金 剽悍,市場不缺資金 只缺信心,MSCI效應 台股今演多空驚奇秀,京城銀看台股 審慎樂觀",160.0
2019-02-28,17.0,"定期定額成績單 漂亮！,有效投資有3招,台股3月望春風 提防2亂流,開年來 外資火攻元大金、上海銀、群創,雞蛋水餃股 下市有譜,「未來半年投資股票」看好度大增,台股基金押寶股 聚光,5G穿戴裝置醫材 吸睛,外資買超力挺 台股強強滾,亞股看漲 高息族優選,台股高淨值商品 長線穩,美中小型基金 飆翻天,水餃股下市新機制 拍板,法人作帳 高價股十強紅不讓,小摩喊減碼台股 加碼Ａ股,台股本月漲幅 四年最大,顧立雄：外資散戶回來了",212.0
2019-03-01,8.0,"12檔個股 軋空行情暖身！,外資最愛元大金 買超21萬張,食品遊戲族群 可留意,賣超前十名 集中壽險塑化,大立光隱形眼鏡事業 賺錢了,投信集團作帳行情燒,國銀樂觀台股 保守看房市,台股四多 暖暖3月天",100.0
2019-03-02,22.0,"陸股市場有信心 台股基期步步高,逢低可布局多單 短線別過度追價,周線收紅 3族亮眼,MSCI三階段調高陸股權重,今年類股殖利率上看6％,伺服器ODM廠 保守看待,中小股本月表現樂觀,趨勢成長股 攻守兼備,5G紡織球鞋 盤面亮點,集團股衝鋒 主力拉抬,川金協議落空 靜待利空消化,外資回流四訊號 助攻台股,三大變數 市場關注,PC業逆風 聚焦雙Ａ獲利,今年來買超逾千億元,石化庫存回補 本月迎轉機,惠普戴爾報憂 供應鏈剉,5G多鏡頭折疊機概念 紅火,陸股ETF迎資金潮 漲勢猛,台股權重恐調降 估流出200億元,雲南白藥重返A股 市場叫好,16檔春燕到 大戶搶籌碼",281.0
2019-03-03,30.0,"元大高股息 高殖利率吸睛,零壹 結盟AI資安,台股本周多空,台股戰年線 高點仍可期,克年線 需外資穩軍心,偏多不變 類股導熱強弱扮風向球,外資多單不退 台指期收復缺口不難,錢潮湧亞洲 與台無緣？,勞動、退撫基金 1500億伺機進台股,智原台新8A購01 可布局,元大金 獲利亮眼 外資狂敲,挑戰者 王閔生 看好嘉澤大綜,挑戰者劉良梅 選台光電和鑫,衛冕者 陳立委 青睞鈊象正崴,周冠軍 鍾騏遠 挑寶齡富錦美時,鍾騏遠 一檔大賺15％ 03,陸股槓桿ETF衝高 落袋為安,元大台灣50反1 適度買進,富邦科技 伺機進場,蘋果喊推高解析平價NB,廣達可成新日興受惠,高新技術手機齊發 將掀汰換潮,航太概念手遊 投資雙亮點,中裕愛滋新藥報捷 美准三期臨床試驗,華碩預告…設計大突破,台股本月操盤 押寶321,1月景氣 有望擺脫藍燈,14檔完美多頭 買氣燒,勞退勞保十大持股出列,政府基金加碼台股 1,500億銀彈將進場",406.0
2019-03-04,27.0,"道瓊、標普500期 短中仍偏多,配息創新高 南亞科爆量衝,台股回測5日線,璟德聯亞 瞄準價外15％,義隆神盾認購火熱,聯發科美律 四檔放閃,台指期 外資偏多布局,興櫃八好漢 吹衝鋒號,櫃買投資講座 13日起跑,外資概念股 聚焦,雙優族群 布局主軸,外資喊買瑞儀 中立看美律,殖利率概念 盤面焦點,除權息行情 下季將啟動,四合一利多股 打光,技術指標過熱 別追高,寶佳擴大買股 轉進科技類,1月景氣有望亮黃藍燈,台 生技指數小跌,陸本季GDP下探6.1％,玉山金京城銀 夠利,寶成美利達 營運旺,投信鎖碼股 作帳行情燒,台光電京元電 帶勁,燿華奇鋐 法人狂敲,八金控吸睛 外資買盤卡位,台股3月吹響軋空號角",302.0
2019-03-05,18.0,"中小兵帶勁 台股基金喊衝,主流股拉回 10檔短線轉強,法人籲關注陸股ETF,大立光人氣旺 光學族放閃,瑞儀欣興 挑長天期,台郡聯詠 四檔搶鏡,晟德金可認購亮眼,台指期 短線上檔受限,權證宣導會 13日登場,陸股債ETF紅光滿面,鈊象領軍 遊戲股玩開了,軸承IC設計雲端聚光,外資買亞股 最愛台灣,英特爾技術大整合 帶旺台廠,大立光目標價 外資喊 5 字頭,外資終結連八買,重法重罰 嚇阻陸資違法投資,選好股 聚焦三主軸",209.0
2019-03-06,20.0,"2月權證發行 陸股排第一,台積電擬每季配息 證交所：融券人可轉為借券人,Galaxy S10熱賣 換機潮湧現,權值股撐盤 中小兵衝場,金融股 京城銀率小尖兵擂戰鼓,面板股 2虎挾量領攻,投資情報站,榮成中鴻認購聚焦,大中力旺 四檔有看頭,中磊轉強 二檔發燒,智邦微星 鎖定長天期,晶電期 逢低布局,台指期整理 短線有壓,選擇權 買進賣權,5G車電紡織 聚焦,權證交投熱 台積最火,ETF熱 五檔淨值新高,美科技生醫基金 漲相佳,台股大戶借券餘額大增,這波資金派對…還沒結束",236.0
2019-03-07,15.0,"14檔法人買超股 後勁惹遐思,蘋概反彈 券商：善用權證搶波段行情,電價看漲 LED獲買盤關愛,記憶體低迷 台股回測10日線,投資情報站,明泰啟碁 選逾三個月,聯發科宜鼎認購熱,台指期 短線高檔震盪,台股殖利率高 外資回補,京城銀前二月EPS 1.12元,鴻海市值重返兆元,外資持有台幣資產大增,台股上演融券回補大戲,五大業務 全面導入ＡＩ,熱錢燒 兩月湧入2,000億",184.0
2019-03-08,16.0,"台灣50反1,三星加持 觸控面板人氣旺,兆利抱非蘋 走揚,美陸股帶衰 台股下測月線,投資情報站,聚陽巨大認購帶勁,樺漢台光電 選逾90天,台指期 避險情緒升溫,高殖利率族群 優選,低基期生技股 資金轉進,營收動能向上股 搶鏡,中小型股商品 閃金光,台股基金衝鋒 績效靚,凱基銀證 強化跨業行銷,兆豐金前二月EPS 0.37元,基金自行質借 6月將開辦",175.0
2019-03-09,16.0,"歐元偏空布局,中小股、高科技亮眼,短線迎震 高檔整理,祥碩金可認購紅火,中信玉山金 外資青睞,無線充電鏈 可留意,郭董憶當年 曬遠足舊照,法人：雙王恐有賣壓,鴻海減35％ 探四年低點,和碩叫陣 擴大切入蘋果鏈,資金強於景氣 看個股表現,台積2月營收衰退 本月回神,外資賣超110億 股匯雙殺,三族群擺尾 櫃買逆勢紅,綠巨人可運用資金 突破7兆,14檔營收衝高 法人搶",183.0
2019-03-10,25.0,"健鼎 外資捧不畏淡季,敦陽科 營收來源分散,安集 讀書會意外激盪競爭力,量縮趨勢不明 短打為宜,台股漲多換氣 守月線戰年線,台股 本周多空,整軍輪動 向回檔績優股靠攏,挑戰者 劉良梅 青睞智擎網龍,挑戰者 鍾騏遠 選寶齡富錦漢平,王閔生 挑大綜富邦VIX,周冠軍 陳立委看好南帝互動,陳立委 03 一檔大賺21%,陸股下挫 反向ETF活跳跳,ＡＩ概念股 爆發力強,元大台灣50反1 加碼避險,這一波…可能下肥上瘦,5G多鏡頭手機族群 迎春風,台塑化股息估4.8元,郭台銘回饋母校 捐款千萬打造智慧教室,石化歲修潮 原料行情看漲,蘋果推三新品 供應鏈樂,季季配潛力股 法人大點將,外資匯出 台幣周線翻黑,高配息ETF 收益率衝8％,16檔股東會行情 鳴槍",326.0
2019-03-11,25.0,"砷化鎵、生技、連接器股突圍,台股當沖加熱 衝破4.4萬戶,高檔整理8天 台股守月線震盪橫走,央行理監事會談了什麼？,台燿祥碩 押價內外20％,T50反1 選價外10％,TPK吸金 二檔紅不讓,台指期 短線轉趨震盪,選擇權 賣出賣權,興櫃銅板股 帶頭強彈,航太新能源 盤面亮點,獲利看旺股 法人青睞,塑化生技 防禦力強,5G車電能見度高,大盤攻年線 留意三變數,元大產業債券ETF傘型基金 存股族優選,經理人：大盤本周震盪,麥格理大和正向看台股,台 生技指數漲1.9％,大億正道 營運熱轉,台積電三陽 買盤挺,明基材誠美材 帶勁,歐元區經濟罩烏雲,健策威健 法人青睞,新缺貨概念股 躍投資亮點",295.0
2019-03-12,19.0,"世芯-KY,美股止跌反彈 台股大漲逾百點,美林喊進蘋果 帶旺蘋概二王,郭台銘嗆微軟霸道興訟,亞光樺漢 押寶長天期,矽創祥碩認購吸睛,選擇權 買進買權,台指期 外資減碼多單,5G概念股 吹反攻號角,蘋概IC設計風電 看俏,券商2月獲利 六家賺逾1億,新光投信董事長劉坤錫 苦練基本功 衝高績效,台股基金勇健上櫃型最會賺,亞股失血 台韓重傷,17檔業績躍進 法人力挺,零壹健鼎燿華 聚光,十大潛力股 外資按讚,上市櫃2月營收 比預期好,外資連二天賣超百億",225.0
2019-03-13,17.0,"權證今年可望破兆 創新高,新品效應 印刷電路板股叫好,股海翻騰 大盤權值股扮定海神針,憂美股 谷月涵：台股相對安全,谷月涵加入寬量國際,儒鴻上銀認購聚焦,中磊啟碁 選逾60天,台指期 轉為正價差,永豐金證拓市 下季發行ETN,股王帶頭 光學股漲翻天,偏光板連接線材紡織 搶鏡,5G非蘋ＡＩ逢低布局,二低一高股 短線強棒,賴建承看好5G非蘋ＡＩ,合編台灣50 助攻ETF,證交稅KPI 挑戰大,台股作帳行情 啟動",205.0
2019-03-14,16.0,"2月當沖戶數 較1月 增7000戶,11法人買超股 均線多頭排列,台股10400保衛戰 法人：低接為宜,投資情報站,台指期 風險意識升溫,台積期 走勢偏多,選擇權 分批低接,折疊機概念股 題材夯,投信作帳 電子零件股漲,雲端運算車電 放閃,富邦證券 線上開戶搶好康,台新高股息平衡基金 績突獲肯定,主動大贏家 安聯橫掃22大獎,復華台股平衡基金 穩健投資布局優選,麥格理加碼台灣綠電權證,總統大選高殖利率 支撐台股",207.0
